origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
32572650,27897990#3,15.322418964717054,111.0,351.0,753.0,1353.0,2018.0,2576.0,3072.0,3470.0,3846.0,4157.0,5001
128321248#0,-23786387#2,7.184312706186216,2.0,39.0,158.0,464.0,917.0,1498.0,2126.0,2746.0,3311.0,3822.0,5001
197448006,232427894,10.177249586635316,2.0,14.0,77.0,147.0,305.0,554.0,878.0,1292.0,1776.0,2298.0,5001
-27413552#3,572824576#0,18.845545854254265,1.0,2.0,52.0,292.0,856.0,1693.0,2642.0,3535.0,4201.0,4606.0,5001
-28686628#2,760545480#1,1.0618233245025834,7.0,17.0,33.0,66.0,92.0,115.0,142.0,159.0,175.0,188.0,194
197448006,665218406#0,17.836796879209572,22.0,108.0,277.0,512.0,811.0,1105.0,1424.0,1771.0,2114.0,2520.0,4981
28279584#0,25877237#2-AddedOnRampEdge,16.74413151729425,76.0,280.0,562.0,883.0,1209.0,1591.0,2020.0,2435.0,2882.0,3373.0,4995
27421113#0,132617719#1,23.28473137353332,1.0,5.0,75.0,297.0,801.0,1459.0,2199.0,2831.0,3328.0,3803.0,5001
26153682,27897990#2,8.723308069098264,4.0,18.0,78.0,179.0,379.0,725.0,1106.0,1573.0,2058.0,2609.0,5001
164719711#0,-29267682#1,1.0615060240789536,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
27632706,28686798,1.166628136923489,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
198631312,-29267812#3,8.944152371362854,104.0,505.0,1238.0,2125.0,2965.0,3658.0,4116.0,4367.0,4532.0,4600.0,4676
15451994#7,-20904928,1.085467801764753,25.0,140.0,389.0,799.0,1334.0,1902.0,2411.0,2811.0,3045.0,3215.0,3364
169506726#2,-20909437,1.0693881597660748,39.0,157.0,470.0,869.0,1303.0,1682.0,1997.0,2256.0,2405.0,2501.0,2628
164719711#0,128364005,1.558943041087549,3.0,4.0,6.0,8.0,11.0,19.0,26.0,35.0,43.0,44.0,44
32601842,-27494151,17.987903243193472,52.0,337.0,767.0,1377.0,2058.0,2738.0,3293.0,3702.0,4032.0,4243.0,5001
-107562635#1,-25699711,4.178413950372627,112.0,297.0,495.0,776.0,1184.0,1633.0,2078.0,2501.0,2922.0,3292.0,4833
-24391309,123974277#10,0.8606587110030698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-95464814#2,233019082#1,9.627631203651555,51.0,274.0,580.0,1168.0,1936.0,2755.0,3402.0,3928.0,4321.0,4607.0,4996
-23322316#2,128321280,5.900801954810218,164.0,378.0,699.0,1103.0,1518.0,2057.0,2584.0,3182.0,3726.0,4160.0,4988
168697722,27249970#0,1.167718895234638,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-107562660#1,-291263469,4.468666859167093,41.0,165.0,366.0,650.0,1042.0,1421.0,1849.0,2300.0,2763.0,3180.0,4721
36906092#0,-29267682#0,8.75327704362468,3.0,10.0,38.0,133.0,306.0,582.0,957.0,1458.0,2001.0,2601.0,5001
-564043114,28004486,9.280164456951718,16.0,79.0,246.0,515.0,877.0,1268.0,1663.0,2063.0,2470.0,2840.0,5001
-997238473#1,27858652,1.3898733258056442,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-26943247,-25699711,16.88114393453763,1.0,1.0,2.0,18.0,84.0,306.0,751.0,1438.0,2204.0,2972.0,5001
-187233974#2,24186920#2,0.9822037884960256,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-356999799#1,39501814,11.926464906010924,37.0,184.0,449.0,956.0,1706.0,2515.0,3153.0,3699.0,4151.0,4451.0,4976
-1122924583#3,77666171,19.19249135885276,1.0,1.0,2.0,32.0,153.0,506.0,1067.0,1783.0,2492.0,3136.0,5001
132617723#2,26153682,9.165222364178716,48.0,308.0,830.0,1564.0,2367.0,3076.0,3615.0,4034.0,4343.0,4529.0,4800
49343407#0,35302147#0-AddedOffRampEdge,18.00647068706134,18.0,80.0,157.0,235.0,310.0,499.0,840.0,1335.0,1988.0,2635.0,5001
197448006,-286345416#1,19.35763729590697,1.0,1.0,8.0,54.0,187.0,519.0,1006.0,1637.0,2325.0,2941.0,5001
104917130,239773252,0.4579247737530932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24210659#1,29267682#2,17.257532064830567,65.0,250.0,515.0,800.0,1045.0,1343.0,1691.0,2033.0,2363.0,2722.0,5001
20909437,177923620#1,1.0286348756112975,4.0,33.0,80.0,150.0,231.0,328.0,472.0,696.0,954.0,1229.0,1587
183567731,29267682#1,8.969289883503794,2.0,5.0,42.0,132.0,307.0,591.0,970.0,1443.0,1972.0,2490.0,5001
27856786,28004463#0,8.951459566008715,24.0,114.0,347.0,693.0,1129.0,1585.0,2022.0,2479.0,2936.0,3346.0,5000
107562660#0,128364009#3,4.194125672500775,110.0,339.0,660.0,1133.0,1750.0,2375.0,3021.0,3556.0,3969.0,4279.0,4956
32572650,-123974278,7.450770854777987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
51032644#1,99475435,1.0367900221163813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
197448006,222477736,17.91337476633264,18.0,141.0,323.0,554.0,865.0,1164.0,1477.0,1815.0,2177.0,2564.0,4970
-28279821#4,648559478#0,4.988979569291837,53.0,192.0,350.0,516.0,711.0,1017.0,1346.0,1655.0,1948.0,2264.0,4320
-207244720,-50640019,10.065758867897566,26.0,160.0,321.0,475.0,635.0,825.0,1082.0,1365.0,1658.0,2025.0,5001
-27336647#0,27340157,0.9423303663853002,9.0,26.0,68.0,126.0,188.0,284.0,339.0,395.0,424.0,442.0,454
164719711#0,28769085#0,18.35522069619334,22.0,104.0,284.0,522.0,778.0,1039.0,1350.0,1655.0,1990.0,2348.0,5000
197448006,23484576,11.337919409637896,7.0,80.0,302.0,657.0,1079.0,1564.0,2109.0,2687.0,3239.0,3669.0,5001
247990380#6,121906073#0,0.7074428549090324,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-146715450#1,-128321241#0,4.392894732464163,75.0,274.0,518.0,895.0,1494.0,2153.0,2735.0,3192.0,3572.0,3900.0,4972
34585181#0,271430263,0.7054748901954866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
22735030#1,119566726#0,5.657508505870921,113.0,306.0,571.0,832.0,1089.0,1354.0,1611.0,1903.0,2271.0,2703.0,4755
222477863#0,124053211#0,16.61436522475819,3.0,11.0,49.0,144.0,346.0,733.0,1263.0,1865.0,2428.0,2986.0,5001
-24391309,-123974277#4,1.269055893749888,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-27898220#1,137110196,7.706033670132048,3.0,22.0,170.0,500.0,1062.0,1764.0,2470.0,3122.0,3702.0,4110.0,5001
-185168248#2,25699710#1,4.283092310530027,192.0,605.0,982.0,1306.0,1708.0,2196.0,2642.0,3010.0,3296.0,3540.0,4962
164719711#0,24210659#1,17.55397883255839,41.0,174.0,452.0,843.0,1238.0,1652.0,2046.0,2511.0,2934.0,3353.0,4999
164719711#0,572824576#0,17.55397883255839,48.0,239.0,547.0,943.0,1341.0,1735.0,2177.0,2634.0,3067.0,3495.0,4994
121897335#8,25657817#2,1.6253364024140429,9.0,51.0,224.0,516.0,898.0,1314.0,1733.0,2128.0,2483.0,2777.0,3641
153362850,48520558#0,5.9712157089214735,11.0,103.0,276.0,518.0,836.0,1269.0,1747.0,2248.0,2708.0,3100.0,4999
24210659#1,22735086,4.502008559460509,41.0,68.0,80.0,83.0,102.0,400.0,1100.0,1716.0,2122.0,2315.0,2636
227764344,-212517335,1.1553193712495613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,222477736,18.31709136877665,22.0,93.0,253.0,478.0,736.0,1038.0,1375.0,1696.0,2032.0,2431.0,4998
572824576#0,76564785,4.625816026481125,23.0,39.0,49.0,52.0,66.0,389.0,1075.0,1624.0,1979.0,2191.0,2556
32572650,-156555182,9.911816942073736,19.0,115.0,473.0,853.0,1337.0,1791.0,2210.0,2586.0,2852.0,3083.0,3509
164719711#11,102188158,2.207062382321995,4.0,4.0,6.0,22.0,47.0,90.0,139.0,198.0,278.0,346.0,606
27896789,-121909177#0,9.10722689374065,19.0,129.0,304.0,624.0,968.0,1369.0,1794.0,2215.0,2605.0,2966.0,5000
128364009#3,24163251#1,14.461498034694058,1.0,1.0,5.0,55.0,199.0,550.0,1143.0,1876.0,2650.0,3346.0,5001
-560990326#0,25699682,2.2080697916382714,207.0,279.0,348.0,419.0,517.0,581.0,605.0,638.0,649.0,654.0,654
132617720,29470677#0,0.8693425289627753,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32572650,27920581,12.205547961926948,117.0,595.0,1469.0,2272.0,2859.0,3303.0,3664.0,3986.0,4241.0,4448.0,4983
24210659#1,-209059664#2,2.9159671968696115,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-615138808#2,164719711#12,17.683229403400716,14.0,80.0,140.0,203.0,297.0,498.0,883.0,1401.0,2040.0,2771.0,5001
187233978#0,27065825#0,2.7035344774136503,23.0,291.0,923.0,1663.0,2325.0,2860.0,3276.0,3644.0,3950.0,4181.0,4970
163574453#7,34383824,6.515856368252905,3.0,11.0,62.0,182.0,397.0,704.0,1085.0,1558.0,2034.0,2558.0,5001
25699682,23914020#2,13.88222287918096,1.0,1.0,12.0,84.0,343.0,821.0,1484.0,2261.0,2995.0,3586.0,5001
33622069,309057300#0,1.116803125879557,18.0,66.0,202.0,326.0,462.0,517.0,547.0,579.0,602.0,618.0,634
208624935#0,30299120#0,1.612510938487538,6.0,23.0,81.0,211.0,426.0,694.0,887.0,1024.0,1093.0,1128.0,1219
32601842,179456734,14.40512330914058,141.0,371.0,803.0,1360.0,1955.0,2505.0,2971.0,3422.0,3823.0,4177.0,4998
164719711#0,27466927#0,10.128617537392708,1.0,5.0,35.0,116.0,299.0,563.0,923.0,1376.0,1851.0,2382.0,5001
189465651#0,132617717#2,18.933836060473062,1.0,25.0,125.0,375.0,843.0,1573.0,2452.0,3188.0,3785.0,4191.0,5001
164719711#0,197448013,0.9740276672918448,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
93997049,-366644067,1.84243653366784,37.0,233.0,646.0,954.0,1085.0,1127.0,1183.0,1427.0,1660.0,1818.0,2043
28749869#0,124643470,17.213535612364844,1.0,11.0,49.0,144.0,335.0,715.0,1246.0,1826.0,2411.0,2988.0,5001
-28279821#4,648559478#1,5.004549518266586,51.0,183.0,314.0,473.0,659.0,925.0,1231.0,1551.0,1867.0,2153.0,4440
148359926,69922465,1.217892382473581,7.0,31.0,97.0,221.0,413.0,621.0,831.0,1029.0,1135.0,1225.0,1365
122763953#0,123974277#6,0.9559244916513876,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-123029722#0,24391309,8.858313449981907,21.0,186.0,525.0,948.0,1418.0,1870.0,2322.0,2789.0,3257.0,3726.0,4995
32601842,124198528#0,23.893231795048024,4.0,28.0,165.0,419.0,780.0,1227.0,1740.0,2259.0,2753.0,3195.0,5001
32572650,-24210584#17,29.47377049626417,6.0,19.0,59.0,158.0,292.0,453.0,642.0,874.0,1180.0,1617.0,5001
110874356#4,-28573808#0,5.520859584848191,10.0,42.0,133.0,290.0,564.0,999.0,1540.0,2084.0,2664.0,3204.0,5001
-681032209,123861936#1,5.727832571394811,4.0,74.0,417.0,1078.0,1854.0,2634.0,3296.0,3826.0,4251.0,4556.0,5001
-130302450,26585997#0,0.8150290421933392,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,26800859#0,17.19474579347257,1.0,1.0,16.0,127.0,401.0,894.0,1588.0,2317.0,2988.0,3551.0,5001
201286263#0,123974278,4.734146437487497,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-154928095#4,-50640019,8.60849986974978,92.0,245.0,494.0,702.0,901.0,1103.0,1374.0,1640.0,1945.0,2310.0,5001
33533865,28326042,1.1925960693437283,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
997114670#0,124195113#0,1.28946774038354,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,-48135109#3,10.367652500215248,1.0,5.0,27.0,98.0,238.0,445.0,745.0,1142.0,1637.0,2168.0,5001
197448006,123914555#0,8.956851863688671,2.0,15.0,86.0,336.0,754.0,1299.0,1991.0,2761.0,3436.0,3933.0,5001
30966481,-29267812#3,8.969485713451297,66.0,493.0,1245.0,2177.0,3084.0,3753.0,4193.0,4488.0,4652.0,4739.0,4835
24210659#1,-151402287#10,6.507820411623351,14.0,278.0,767.0,1434.0,2282.0,3099.0,3801.0,4298.0,4637.0,4825.0,4998
-24210584#18,-29267812#3,18.042012400216883,38.0,159.0,352.0,570.0,792.0,1049.0,1313.0,1584.0,1894.0,2226.0,5000
100968568,-190022897,13.874386100141464,1.0,8.0,48.0,227.0,585.0,1160.0,1955.0,2773.0,3556.0,4112.0,5001
164719711#0,665218406#0,18.239910422028583,22.0,113.0,236.0,442.0,732.0,1032.0,1336.0,1660.0,2015.0,2350.0,4998
27340302#4,27339246,0.693745395579018,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
30830791,29470677#1,0.9791376746992696,2.0,3.0,6.0,7.0,9.0,9.0,9.0,9.0,9.0,9.0,9
572824576#0,-29267682#0,17.271604501763484,101.0,286.0,519.0,794.0,1104.0,1424.0,1754.0,2135.0,2519.0,2928.0,4997
197448006,-95464808#5,17.452110196627537,1.0,1.0,17.0,134.0,426.0,947.0,1583.0,2240.0,2894.0,3490.0,5001
-27458748#2,129889575#1,0.8703391047333707,3.0,4.0,6.0,17.0,32.0,49.0,69.0,90.0,107.0,113.0,118
167447752,-26945023#5,1.056667388118517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
193808684#0,196782702,12.11922437184755,22.0,106.0,258.0,538.0,905.0,1302.0,1764.0,2228.0,2768.0,3316.0,5001
112319557#4,-51036726,9.539450105597387,22.0,160.0,333.0,487.0,663.0,810.0,997.0,1260.0,1573.0,1910.0,5001
24210659#1,-179445663,17.29591391147419,76.0,281.0,514.0,796.0,1073.0,1386.0,1715.0,2054.0,2448.0,2821.0,4996
32601842,-27359167,11.539991943330296,55.0,344.0,924.0,1553.0,2276.0,2990.0,3532.0,3898.0,4170.0,4365.0,4589
253776080#0,24152344#0,1.3694751915466667,9.0,18.0,35.0,66.0,109.0,170.0,225.0,261.0,297.0,372.0,1279
-50639092,-24391388,0.9901868115040594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24210659#1,-205393571#8,2.9507864810468227,44.0,451.0,1173.0,1863.0,2459.0,2964.0,3237.0,3334.0,3362.0,3368.0,3368
-36806555#2,25699643,4.847599192349834,61.0,162.0,276.0,470.0,774.0,1159.0,1622.0,2184.0,2836.0,3407.0,4980
33205810#0,77168998#0,0.7987711983687624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
