origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths
-27896812,35302147#1,9.990980316468493,1.0,20.0,89.0,243.0,585.0,1103.0,1826.0,2695.0,3632.0,4649.0,10001
32572650,96898361#0,14.689155197844652,184.0,736.0,1586.0,2623.0,3703.0,4693.0,5591.0,6493.0,7289.0,8012.0,9997
-184767418#3,-128926563,11.556294200578003,125.0,485.0,1046.0,2095.0,3488.0,4937.0,6264.0,7425.0,8315.0,8977.0,9960
997238474#1,-27876045,0.9116717781071104,1.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3
164719711#0,247680448,16.926617991263267,1.0,2.0,23.0,138.0,470.0,1195.0,2133.0,3345.0,4554.0,5707.0,10001
107562660#0,35302147#0,4.773131398399667,44.0,205.0,503.0,942.0,1445.0,1974.0,2649.0,3400.0,4280.0,5141.0,9226
164719711#0,27921133#0,8.454670722162934,2.0,39.0,298.0,897.0,1877.0,3374.0,4846.0,6230.0,7405.0,8239.0,10001
572824576#0,27797966#0,25.41580993229217,1.0,6.0,42.0,212.0,711.0,1563.0,2715.0,3981.0,5208.0,6306.0,10001
48198595,123974278,7.705545411831639,200.0,1082.0,2823.0,4908.0,6636.0,8003.0,8890.0,9454.0,9728.0,9876.0,9975
164719711#0,514879385,18.4511483863724,29.0,177.0,509.0,901.0,1449.0,2019.0,2621.0,3201.0,3808.0,4492.0,9996
572824576#0,291263469,17.015935757142707,133.0,487.0,958.0,1475.0,2064.0,2634.0,3315.0,4013.0,4731.0,5556.0,9971
94008120,-25699711,4.399980672212006,115.0,340.0,641.0,1397.0,2149.0,3019.0,3853.0,4560.0,5216.0,5811.0,9913
152376930#0,48562771#0,6.160461524663333,6.0,179.0,912.0,2100.0,3389.0,4489.0,5331.0,6127.0,6865.0,7545.0,10001
164719711#0,514879384#1,18.46336035676456,18.0,153.0,431.0,835.0,1356.0,1949.0,2548.0,3189.0,3783.0,4461.0,10000
128648692#3,-27854670,1.2650333271652905,110.0,432.0,855.0,1373.0,2085.0,2773.0,3395.0,3913.0,4272.0,4481.0,4704
35436127,236738476#13,1.7645852413646266,162.0,719.0,1669.0,2819.0,3950.0,4916.0,5607.0,6076.0,6370.0,6501.0,6630
60417834,47984080#0,1.265882684810215,5.0,35.0,95.0,160.0,237.0,304.0,352.0,398.0,436.0,479.0,548
25699682,-124262197#1,6.6441524993821774,145.0,537.0,1262.0,2124.0,2973.0,3813.0,4718.0,5618.0,6451.0,7174.0,9964
-50640017,123974277#5,0.8754730296118779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
572824576#0,667034414#0,2.949103923399146,136.0,1257.0,2925.0,3802.0,3962.0,4133.0,4682.0,5552.0,6141.0,6264.0,6275
26967805#7,23980826,1.366034636255635,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-27359167,1044721727,3.3604413182537503,99.0,674.0,1513.0,2289.0,3021.0,3859.0,4807.0,5609.0,6264.0,6787.0,8692
681970159#2,196919117,0.9240353107373236,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
23645904#2,123974278,16.394065541665963,1.0,20.0,163.0,560.0,1401.0,2534.0,3725.0,4908.0,6168.0,7302.0,10001
29458441#3,226236813,5.968358261073894,9.0,205.0,1101.0,2825.0,4880.0,6777.0,8115.0,8961.0,9456.0,9738.0,10001
24210659#1,27797966#0,25.41580993229217,1.0,1.0,24.0,204.0,679.0,1483.0,2546.0,3778.0,5000.0,6113.0,10001
128648692#2,99310136#0,1.1138031241794626,17.0,54.0,129.0,251.0,504.0,973.0,1611.0,2288.0,2812.0,3226.0,3742
190502815#4,122270739#4,1.001734304916208,1.0,3.0,7.0,12.0,27.0,44.0,55.0,93.0,109.0,128.0,171
27797966#0,572824576#0,24.8074850769822,1.0,1.0,50.0,309.0,960.0,1839.0,3035.0,4281.0,5465.0,6581.0,10001
83336783#0,143488752,17.25114257504372,1.0,8.0,82.0,278.0,754.0,1534.0,2537.0,3656.0,4743.0,5784.0,10001
24210659#1,209059664#3,4.0873521264700585,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
1125633148#0,-121911600#6,8.265769437352224,41.0,75.0,807.0,1422.0,1833.0,2238.0,2865.0,3644.0,4288.0,4811.0,5139
32758333,33560270#1,18.685067362687263,7.0,87.0,332.0,839.0,1664.0,2746.0,3980.0,5212.0,6264.0,7184.0,10001
-28663738,137112602#1,1.0425835020673295,12.0,24.0,58.0,93.0,130.0,167.0,197.0,229.0,267.0,307.0,364
252045980,-121997934,1.1054087821771412,2.0,3.0,5.0,13.0,46.0,78.0,137.0,227.0,350.0,497.0,1488
-143551567#3,28159593#0,0.9151699382513372,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
197448006,572824576#0,17.14710286031884,61.0,470.0,1257.0,2055.0,2855.0,3650.0,4399.0,5272.0,6049.0,6781.0,9709
197448006,24040425,10.235219008879865,1.0,22.0,83.0,223.0,471.0,882.0,1408.0,2185.0,3013.0,3902.0,10001
197448006,24210659#2,17.120142111371646,60.0,461.0,1143.0,1942.0,2777.0,3561.0,4321.0,5127.0,5925.0,6716.0,9803
184839812#1,129522982#0,14.081626619916284,3.0,15.0,100.0,408.0,1065.0,2113.0,3575.0,5221.0,6611.0,7765.0,10001
143920934#0,-29267812#3,17.579024619828594,17.0,106.0,261.0,408.0,597.0,985.0,1591.0,2556.0,3853.0,5263.0,10001
136065319#0,-147494956#1,1.7861295462919105,21.0,202.0,900.0,2149.0,3667.0,5064.0,6007.0,6612.0,6943.0,7098.0,7284
27721148#2,128321280,6.174328776845264,101.0,300.0,576.0,940.0,1533.0,2216.0,2992.0,3945.0,4984.0,6082.0,9985
-24391388,-103271284,0.9920965005857848,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-27922885#1,25877237#2-AddedOnRampEdge,8.36707273979588,1.0,10.0,66.0,300.0,839.0,1627.0,2596.0,3712.0,4808.0,5872.0,10001
33600916#1,76499562,12.953632229421409,1.0,2.0,47.0,237.0,726.0,1507.0,2461.0,3551.0,4582.0,5562.0,10001
-27413552#3,572824576#0,18.845545854254265,1.0,7.0,86.0,514.0,1493.0,2906.0,4623.0,6414.0,7876.0,8870.0,10001
122291176#1,-128321241#0,16.681120301085013,1.0,1.0,6.0,37.0,174.0,551.0,1290.0,2453.0,3807.0,5201.0,10001
168446203#0,147494946#0,1.6826689232899132,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
124598033#0,25699682,4.369359843003035,80.0,287.0,598.0,1056.0,1709.0,2495.0,3495.0,4618.0,5803.0,6857.0,9948
997238476,155876897#3,0.9365424297276828,7.0,13.0,32.0,71.0,109.0,135.0,182.0,229.0,251.0,321.0,670
24210584#18,164719711#11,17.80993781710243,86.0,312.0,639.0,1054.0,1488.0,1920.0,2407.0,2952.0,3474.0,4043.0,9997
24210659#1,35980305#1,6.687705114119281,8.0,299.0,1090.0,2251.0,3492.0,4864.0,6243.0,7394.0,8330.0,8934.0,9894
277614795#0,-233019082#0,9.808141422676874,131.0,505.0,992.0,1723.0,2971.0,4298.0,5670.0,6896.0,7928.0,8706.0,9957
-123974277#5,50640017,0.8754730296118779,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
109713689#0,-184839824,9.0863797843141,132.0,504.0,965.0,1640.0,2554.0,3636.0,4853.0,6093.0,7249.0,8162.0,9888
106708500,24609456,1.2264254174078122,87.0,315.0,909.0,1707.0,2604.0,3369.0,3878.0,4167.0,4323.0,4383.0,4450
-23825533#1,-103968781,11.313529548513406,1.0,3.0,28.0,126.0,383.0,777.0,1351.0,2040.0,2876.0,3824.0,10001
24210659#1,209059664#1,3.202869162595119,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
48204290#0,-27136776#1,2.98839984481986,53.0,662.0,2039.0,3488.0,5065.0,6406.0,7393.0,8124.0,8700.0,9104.0,9978
32572650,103271284,7.199269084310486,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
24210659#1,-28434425#1,6.347912219233593,18.0,373.0,1200.0,2373.0,3669.0,5019.0,6379.0,7560.0,8547.0,9179.0,9985
-50639430,182783200#1-AddedOnRampEdge,0.6948833404464023,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
30132035,32756815#0,10.772121090350389,1.0,1.0,23.0,159.0,550.0,1307.0,2266.0,3393.0,4589.0,5730.0,10001
205713363#0,35302147#1,12.834931985524577,1.0,6.0,58.0,224.0,576.0,1057.0,1805.0,2671.0,3723.0,4800.0,10001
-28279821#4,211027003,5.023816369306585,145.0,397.0,714.0,1223.0,1740.0,2268.0,2918.0,3610.0,4347.0,5035.0,9460
32601842,-123974277#9,7.365416107749052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
187233970#4,27314701#0,0.9998480124939078,6.0,19.0,65.0,145.0,256.0,459.0,732.0,1024.0,1343.0,1617.0,2170
164719711#0,-179445663,1.0615060240789536,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
128321241#2,23914037#4,13.97451614519966,1.0,3.0,29.0,153.0,505.0,1160.0,2178.0,3399.0,4775.0,6029.0,10001
122763953#0,123974277#5,1.0078778205438033,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-28269892,50640017,8.434717273595766,157.0,763.0,1279.0,1697.0,2174.0,2627.0,3134.0,3809.0,4514.0,5258.0,9994
220386139,79561701#0,11.784438537982185,15.0,178.0,466.0,1005.0,1683.0,2497.0,3355.0,4269.0,5278.0,6277.0,9999
24210659#1,29267682#1,17.271604501763484,161.0,553.0,983.0,1461.0,1967.0,2572.0,3220.0,3859.0,4596.0,5336.0,9993
572824576#0,-29267682#0,17.271604501763484,153.0,555.0,978.0,1496.0,2067.0,2730.0,3390.0,4143.0,4889.0,5617.0,9991
23945127#0,29267682#2,16.051729169765757,1.0,1.0,8.0,80.0,308.0,829.0,1677.0,2762.0,4008.0,5315.0,10001
-251365439#0,-123974277#5,7.621737849800686,287.0,1867.0,4413.0,6656.0,7902.0,8690.0,9162.0,9420.0,9615.0,9728.0,9898
25699696#1,103978087#0,4.245123806416854,101.0,383.0,798.0,1570.0,2379.0,3182.0,3999.0,4706.0,5316.0,5817.0,9902
20887611#3,161183811#0,1.0117994737453508,14.0,68.0,219.0,533.0,1038.0,1635.0,2224.0,2769.0,3208.0,3491.0,4043
-615138779#4,35302147#0,17.917559194083836,26.0,118.0,273.0,406.0,547.0,828.0,1314.0,2031.0,2986.0,4122.0,10001
197448006,-123974278,14.294537064280991,60.0,236.0,506.0,962.0,1548.0,2288.0,3171.0,4068.0,4851.0,5555.0,9520
164719711#0,-667668755,3.663659908287545,38.0,239.0,714.0,1437.0,2370.0,3278.0,4104.0,4794.0,5366.0,5887.0,7448
-26986374#1,128669220#6,1.3427224586409914,2.0,2.0,2.0,7.0,10.0,10.0,12.0,15.0,18.0,22.0,22
96898379#0,35302147#0-AddedOffRampEdge,7.655180495136022,9.0,101.0,427.0,1039.0,1776.0,2644.0,3520.0,4358.0,5194.0,5896.0,9985
197448006,27921133#0,8.577529194539348,4.0,84.0,459.0,1074.0,2001.0,3231.0,4605.0,5907.0,7054.0,7922.0,10001
60767499,27776893#0,2.29100582445462,168.0,963.0,2754.0,4572.0,5483.0,5722.0,5763.0,5770.0,5770.0,5770.0,5770
-44626198#1,29305472,13.86498292200424,1.0,3.0,75.0,365.0,1060.0,2133.0,3377.0,4664.0,5828.0,6843.0,10001
197448006,119584168#0,17.03928706741287,1.0,3.0,44.0,226.0,658.0,1397.0,2353.0,3434.0,4636.0,5814.0,10001
197448006,-123974277#6,13.997133808535066,66.0,192.0,429.0,793.0,1276.0,1889.0,2695.0,3573.0,4346.0,5156.0,9511
-212517335,227764344,1.0503533054654952,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
22884908#1,202613728#1,12.762356791559506,1.0,5.0,84.0,436.0,1190.0,2291.0,3513.0,4741.0,5836.0,6854.0,10001
121760891#1,79080460,5.180760041190275,14.0,72.0,237.0,536.0,1045.0,1823.0,2740.0,3720.0,4835.0,5828.0,9999
32572650,-39317217#5,23.611081929702,13.0,87.0,371.0,870.0,1577.0,2432.0,3372.0,4233.0,5102.0,5869.0,10001
843412139,22951250#0,17.473564177465768,2.0,15.0,92.0,272.0,671.0,1361.0,2308.0,3357.0,4431.0,5463.0,10001
164719711#0,291263469,1.233742850815406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
26827930#0,27776874#0,2.806522179673375,88.0,451.0,1304.0,2518.0,3590.0,4286.0,4731.0,5054.0,5341.0,5537.0,5751
665218406#2,196795239#2,14.47266206080528,181.0,447.0,787.0,1141.0,1541.0,2010.0,2548.0,3167.0,3828.0,4521.0,9896
30103582#2,-27339585#2,1.0543639642146254,6.0,16.0,38.0,99.0,199.0,296.0,394.0,485.0,543.0,577.0,598
26804822#7,-48198578,0.5604180181963797,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27458817#1,-27458958#2,1.2735315908699507,6.0,33.0,99.0,220.0,369.0,584.0,936.0,1352.0,1783.0,2153.0,2701
164719711#0,189740275,9.974717866883044,3.0,19.0,61.0,170.0,401.0,806.0,1433.0,2291.0,3307.0,4386.0,10001
-211042715,-123974277#5,16.233546068842767,1.0,21.0,232.0,830.0,1774.0,2984.0,4169.0,5368.0,6494.0,7541.0,10001
26944482#0,-25699679#1,16.967873207830955,1.0,1.0,3.0,32.0,193.0,653.0,1531.0,2721.0,4130.0,5609.0,10001
23425322#3,-27943498#0,2.1776904776224693,56.0,381.0,1033.0,1696.0,2114.0,2353.0,2679.0,3093.0,3436.0,3697.0,5738
27038086#0,232132657,2.4475836666016053,50.0,434.0,1153.0,1931.0,2520.0,2890.0,3126.0,3347.0,3488.0,3604.0,3822
27621366,28573808#1,6.050279304731732,3.0,40.0,113.0,227.0,492.0,896.0,1502.0,2264.0,3128.0,4035.0,10000
121455912#1,24391309,9.590104994944848,146.0,457.0,747.0,1019.0,1362.0,1644.0,1924.0,2310.0,2770.0,3335.0,9991
164719711#0,24210584#18,18.34692016368308,22.0,160.0,449.0,879.0,1379.0,1917.0,2494.0,3118.0,3712.0,4395.0,9999
43129262,-50639092,0.8990809939238047,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32572650,-123974278,7.450770854777987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28749869#1,25738280#0,13.929230894365498,235.0,567.0,1101.0,1662.0,2277.0,2917.0,3627.0,4392.0,5198.0,5974.0,9874
103212799#1,61558343#5,7.914501010715645,27.0,62.0,256.0,844.0,1276.0,1586.0,2061.0,2732.0,3276.0,3628.0,3993
-121222236#4,15462994#2,8.98815633005497,49.0,204.0,615.0,1370.0,2654.0,4313.0,6020.0,7509.0,8507.0,9157.0,9996
164719711#0,26811449#0,7.977848951941654,39.0,122.0,330.0,648.0,1143.0,1783.0,2630.0,3563.0,4512.0,5558.0,9999
164719711#0,29267682#1,1.0751360994520778,1.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4
197448006,27857472#0,10.589408932566174,3.0,27.0,90.0,247.0,497.0,1013.0,1668.0,2546.0,3591.0,4685.0,10001
22944083#0,24210659#1,19.058628181713505,1.0,6.0,62.0,439.0,1334.0,2752.0,4491.0,6306.0,7883.0,8856.0,10001
23780706#7,38727013#6,1.6483369246262731,9.0,17.0,30.0,131.0,359.0,638.0,906.0,1127.0,1396.0,1771.0,4633
-615138779#2,291263469,17.955046060439795,28.0,107.0,209.0,345.0,523.0,818.0,1336.0,2127.0,3167.0,4387.0,10001
-27620785,123974277#9,7.438930251058265,172.0,967.0,2398.0,3996.0,5534.0,6966.0,8115.0,8914.0,9432.0,9724.0,9982
22818174,191709617,11.02898229428002,172.0,552.0,1364.0,2981.0,4912.0,6540.0,7731.0,8469.0,8930.0,9279.0,9840
-29470677#0,30965269,0.8019203699599058,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
58827292#0,-48053165#0,0.6977803327157991,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-27621253#1,-27633669,5.469500988599963,13.0,105.0,267.0,630.0,1348.0,2289.0,3402.0,4570.0,5736.0,6813.0,9991
132617728#2,29470677#0,0.5703472708751566,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
164719711#0,572824576#0,17.55397883255839,95.0,480.0,1095.0,1815.0,2602.0,3441.0,4287.0,5172.0,5989.0,6763.0,9997
682373297,-291263469,17.710314227163124,23.0,155.0,329.0,491.0,673.0,1007.0,1573.0,2428.0,3476.0,4756.0,10001
25699682,27591699#5,6.424150720184773,21.0,237.0,651.0,1327.0,2221.0,3116.0,4088.0,5053.0,5932.0,6730.0,10000
24210659#1,48863077#2,3.008094640666429,100.0,855.0,2368.0,3591.0,3977.0,4057.0,4278.0,4839.0,5607.0,6176.0,6442
291263469,128321241#0,2.6883963361679024,15.0,48.0,103.0,170.0,246.0,307.0,385.0,472.0,536.0,581.0,619
110874361,76142657#0,1.0164848348969378,2.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5
24210659#1,186059256#0,3.105169516413105,45.0,435.0,1226.0,2067.0,2781.0,3514.0,4044.0,4503.0,4911.0,5364.0,7181
24210659#1,-212770339,4.145723084991301,20.0,26.0,33.0,34.0,34.0,75.0,493.0,1386.0,2216.0,3085.0,5121
-105003373#1,27876007#3,0.9552749036816988,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
34547562,49885381#2,0.9530828314358996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
189536616#0,202461353#0,1.3325056702326394,12.0,18.0,87.0,197.0,368.0,591.0,957.0,1335.0,1826.0,2250.0,3675
27898099#2,29267682#2,8.445615851729244,1.0,7.0,42.0,151.0,395.0,778.0,1337.0,2066.0,2873.0,3792.0,10001
-167578360,140943595#15,1.0866101067211709,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27620902,-103271284,7.3407726079799005,179.0,1073.0,2570.0,4184.0,5761.0,7265.0,8432.0,9194.0,9609.0,9812.0,9981
123974277#10,24391309,0.9372568915669932,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
27620893,-123974277#4,7.4044459993252225,171.0,889.0,2272.0,3872.0,5380.0,6846.0,8015.0,8888.0,9436.0,9737.0,9967
24210659#1,35980304#0,6.588641561273842,20.0,321.0,962.0,2068.0,3363.0,4707.0,6135.0,7362.0,8357.0,8980.0,9906
24210659#1,28434406,6.282882735996526,21.0,396.0,1130.0,2223.0,3538.0,4879.0,6187.0,7419.0,8313.0,8973.0,9972
27333296#0,27635018,5.8395888769835205,15.0,207.0,823.0,1805.0,2767.0,3732.0,4567.0,5365.0,6095.0,6807.0,10000
24210659#1,164719711#11,17.40427220311721,152.0,488.0,921.0,1418.0,1926.0,2461.0,3049.0,3741.0,4428.0,5150.0,9999
164719711#0,25877237#2-AddedOnRampEdge,0.8800355368641686,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-184839812#0,-27420743,13.477532955487938,3.0,15.0,79.0,285.0,737.0,1542.0,2642.0,3998.0,5416.0,6692.0,10001
32572650,27876017,11.591474119579848,202.0,1179.0,2771.0,4171.0,5194.0,6029.0,6811.0,7477.0,8006.0,8425.0,9923
32572650,-74464019#1,15.244698853786694,185.0,683.0,1441.0,2550.0,3713.0,4850.0,5769.0,6582.0,7311.0,7990.0,10000
121222227#0,102159408,8.984571765761153,30.0,145.0,475.0,1142.0,2198.0,3596.0,5106.0,6370.0,7376.0,8136.0,10000
187233972#0,232148104,1.0036682537937107,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
572824576#0,25877237#2,17.561919062729647,163.0,550.0,1037.0,1594.0,2211.0,2944.0,3703.0,4498.0,5364.0,6268.0,9969
102153029#2,30966481,23.825460259148706,1.0,13.0,150.0,529.0,1218.0,2189.0,3353.0,4523.0,5623.0,6635.0,10001
224494293,128321262#0,16.700797654479572,1.0,2.0,4.0,42.0,149.0,458.0,1128.0,2171.0,3488.0,4913.0,10001
33174562#0,-131476997#0,1.2866254835956104,10.0,25.0,64.0,126.0,211.0,314.0,450.0,598.0,747.0,850.0,1332
992198192,50639430,7.647497574568799,274.0,1952.0,4632.0,6800.0,8090.0,8782.0,9219.0,9508.0,9673.0,9777.0,9920
164719711#0,28272871,17.298354063705865,64.0,388.0,958.0,1763.0,2557.0,3355.0,4210.0,5045.0,5908.0,6723.0,9995
-103968781,123974277#9,13.814890464198465,112.0,280.0,484.0,702.0,1039.0,1417.0,1870.0,2377.0,2993.0,3776.0,9963
-97153708#1,809107542#5,1.3184527714734933,68.0,159.0,279.0,563.0,917.0,1342.0,1909.0,2505.0,3091.0,3690.0,6337
222477863#1,-25699679#1,14.861955674322155,166.0,330.0,650.0,964.0,1294.0,1707.0,2187.0,2821.0,3482.0,4226.0,9953
-50639429,227764344,1.0806366100382727,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-126855991,-50640017,10.467171719746894,42.0,198.0,380.0,592.0,839.0,1072.0,1407.0,1812.0,2290.0,2838.0,10000
572824576#0,28892562#3,2.6986001149781766,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
572824576#0,-122400053#5,6.28203362313019,25.0,462.0,1444.0,2728.0,4065.0,5562.0,6991.0,8073.0,8796.0,9280.0,9938
24210659#1,83336783#0,1.0882388401256813,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
32899146,159080856#2,13.991790981753804,1.0,4.0,19.0,101.0,347.0,863.0,1704.0,2642.0,3740.0,4882.0,10001
-27876034#0,27875959#0,1.2632196380889928,14.0,83.0,248.0,520.0,939.0,1469.0,2073.0,2641.0,3171.0,3641.0,4897
80836809#0,27856831#1,1.740025275254913,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
28293255#3,-27569158#0,5.607873496966973,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-150826577,123974277#6,1.5662761487205972,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
-1122924583#3,199330459,19.356411195638188,1.0,1.0,4.0,41.0,186.0,582.0,1320.0,2338.0,3479.0,4666.0,10001
