origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths,theta
35306338#1,49089747#0,1.685444227089122,0.0,26.0,266.0,874.0,1739.0,2634.0,3486.0,4167.0,4735.0,5218.0,6586,0.5717046591160405
-201419943#1,-23800711,1.755480026384136,17.0,158.0,638.0,1526.0,2792.0,4190.0,5456.0,6342.0,6973.0,7343.0,7747,0.5474380209342588
136065305#2,27478669#1,6.849753048741471,2.0,11.0,66.0,196.0,427.0,856.0,1509.0,2522.0,3772.0,5120.0,10001,0.4051884199572892
-78411474,-860424997,16.548718924848526,3.0,41.0,189.0,594.0,1343.0,2318.0,3326.0,4393.0,5385.0,6325.0,10001,0.48016871982585446
24162878#0,128648701,4.571530455389758,19.0,110.0,395.0,1058.0,2160.0,3515.0,4984.0,6420.0,7578.0,8434.0,10000,0.852275155641733
95644996#1,184688750,2.7510682828498667,453.0,1498.0,3193.0,5253.0,7133.0,8340.0,9060.0,9456.0,9629.0,9715.0,9784,0.3877609068539636
-612775345#2,86198184#0,2.543975805232506,149.0,582.0,752.0,941.0,1306.0,1777.0,2062.0,2456.0,3049.0,4004.0,5535,0.10472647150710361
22890785#1,128648701,1.8318051224918144,7.0,10.0,12.0,16.0,27.0,36.0,43.0,47.0,68.0,78.0,99,0.2398527894879838
209407943,22885903#1,0.939165761831714,1.0,1.0,10.0,11.0,16.0,39.0,48.0,69.0,83.0,96.0,320,0.28160466166515263
-122291185,27340399#0,6.5638709127676815,151.0,422.0,1154.0,2699.0,4630.0,6408.0,7884.0,8815.0,9378.0,9700.0,10000,0.3569204659261542
24865859#0,108327352#0,0.5882602326612704,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5,0.0746562720742876
-143571769#4,27478669#1,1.1930510633542248,1.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4,0.05839942885539826
35741203#0,27374273#1,12.83854870649336,1.0,5.0,56.0,290.0,813.0,1537.0,2440.0,3481.0,4612.0,5752.0,10001,0.9612537521607541
232886171#0,199249790,1.475134728939376,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.46173497692460347
184817931#0,50281042,6.140775103554088,72.0,201.0,521.0,1108.0,2053.0,3192.0,4496.0,5750.0,6909.0,7844.0,10001,0.3380792116847281
144175042#0,200858512#0,2.316663512999339,43.0,225.0,689.0,1400.0,2366.0,3395.0,4438.0,5391.0,6288.0,6976.0,9198,0.86532425340285
22885424#0,95644996#1,0.8115652987020885,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.12654455578827462
-134473594,220274291,2.6034101686601216,815.0,2001.0,3904.0,5946.0,7482.0,8427.0,8873.0,9009.0,9044.0,9050.0,9050,0.4251944164657031
27459190#0,34491765#0,14.9394616180046,6.0,64.0,283.0,748.0,1477.0,2453.0,3642.0,4874.0,6112.0,7094.0,10001,0.45782914303524086
35741203#0,664645393,12.367702840344124,2.0,8.0,111.0,512.0,1367.0,2467.0,3816.0,5228.0,6656.0,7860.0,10001,0.9263883699474331
24865859#0,23914013#3,1.5397366284178111,4.0,6.0,38.0,280.0,608.0,938.0,1243.0,1491.0,1870.0,2324.0,4477,0.3813478426175859
664645393,190502846#3,6.366959395529192,13.0,156.0,668.0,1670.0,2904.0,4235.0,5485.0,6567.0,7445.0,8244.0,10001,0.3466540202685371
-27635011,-442245186#0,11.262236327318847,2.0,62.0,356.0,1005.0,1985.0,3165.0,4407.0,5559.0,6554.0,7351.0,9995,0.3095044026999104
99440052#0,230519287#4,6.983165128508137,115.0,362.0,770.0,1302.0,1788.0,2385.0,3349.0,4229.0,4883.0,5492.0,7488,0.22464636165535237
232886171#0,100304834#0,0.9295740450439578,2.0,2.0,4.0,4.0,6.0,6.0,6.0,12.0,17.0,18.0,80,0.2395524075288501
27237324,183920511,18.279669706630067,1.0,3.0,18.0,150.0,670.0,1765.0,3351.0,5050.0,6597.0,7827.0,10001,0.6461043946488014
-192110350#1,-603411412,3.30157883949416,141.0,467.0,925.0,1587.0,2673.0,4059.0,5254.0,6466.0,7637.0,8509.0,9981,0.5558868111808906
22885903#1,24866085#0,1.7519986535248586,49.0,294.0,808.0,1404.0,2095.0,2851.0,3570.0,4352.0,5128.0,5859.0,8341,0.5977403750977756
-52031786#4,-442245186#0,17.367291853887156,2.0,66.0,540.0,1478.0,2696.0,3961.0,5082.0,6232.0,7254.0,8118.0,10001,0.541026236198001
26665054#0,209407943,2.0393632000124384,52.0,435.0,1342.0,2513.0,3847.0,5085.0,6070.0,6786.0,7259.0,7571.0,7949,0.874199077045823
199249790,26665517#0,1.778975237272565,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.6258743097341393
128665321,-28676357#2,1.0269684236523702,14.0,121.0,372.0,699.0,938.0,1068.0,1114.0,1128.0,1134.0,1134.0,1134,0.3017846141645753
227764339#0,105351000,25.33119002562429,1.0,1.0,8.0,76.0,293.0,748.0,1499.0,2643.0,4072.0,5429.0,10001,0.8304322354540259
220274291,-124046218#1,4.339494954817121,12.0,160.0,572.0,1294.0,2188.0,3178.0,4115.0,5051.0,5912.0,6822.0,9995,0.7090552917065744
128676656#2,-424551716#3,2.629689045982605,14.0,52.0,147.0,333.0,687.0,1231.0,1972.0,2916.0,3876.0,4990.0,9875,0.36390156563203463
199249790,26665054#0,1.6882638368729852,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5461151473856918
28677439#0,22890785#1,3.942663867432233,32.0,240.0,991.0,2424.0,4271.0,6105.0,7574.0,8624.0,9253.0,9628.0,9996,0.6901174946162971
1029004063,202294089#1,5.702451335496426,48.0,133.0,398.0,1059.0,1865.0,2850.0,3752.0,4663.0,5564.0,6323.0,8764,0.3415853164916325
-860424997,27237324,11.202879141205315,9.0,121.0,427.0,1140.0,2421.0,4136.0,5739.0,7106.0,8062.0,8721.0,9995,0.3353709263087751
-192110350#1,23645960#0,4.414098210465014,11.0,103.0,368.0,869.0,1607.0,2524.0,3578.0,4728.0,5842.0,6891.0,10001,0.9121656163975332
757342085,27317814,8.252269993431009,1.0,15.0,81.0,242.0,585.0,1121.0,1857.0,2880.0,4042.0,5267.0,10001,0.5091239585623808
-201419943#1,-28676357#2,1.4776292434550449,14.0,117.0,428.0,923.0,1573.0,2401.0,3189.0,3779.0,4141.0,4339.0,4432,0.511421900901435
28674038#0,23338252#0,1.0134105717746906,9.0,31.0,79.0,159.0,259.0,383.0,481.0,556.0,593.0,610.0,621,0.3267808466832389
876031410#0,32819285#0,8.032071725970864,66.0,336.0,677.0,1194.0,2075.0,3186.0,4542.0,5917.0,7139.0,8093.0,9987,0.20853261442944473
22890785#1,28677439#0,4.012023947157316,64.0,368.0,1265.0,2706.0,4409.0,5940.0,7119.0,7920.0,8527.0,8916.0,10000,0.6901174946162971
22978853,232886171#6,2.0061766900177447,296.0,1626.0,3870.0,6106.0,7666.0,8616.0,9213.0,9469.0,9594.0,9639.0,9662,0.7349542725166497
27494708#0,27317814,9.04063656762074,1.0,13.0,65.0,206.0,430.0,794.0,1330.0,2124.0,3141.0,4258.0,10001,0.5841482159892937
144175042#0,-23800711,2.0076386376648503,136.0,625.0,1771.0,3393.0,4974.0,6296.0,7332.0,7982.0,8433.0,8664.0,8889,0.6182845366819838
202294089#1,35741203#0,8.12867215346115,11.0,96.0,318.0,747.0,1390.0,2438.0,3595.0,4785.0,5963.0,7026.0,10001,0.516145801993425
32819285#0,-116574763#7,6.137576407541809,177.0,872.0,1985.0,3365.0,4618.0,5769.0,6659.0,7337.0,7803.0,8126.0,8739,0.16731013286717034
22885424#0,92811445#0,2.47910932451968,22.0,162.0,564.0,1338.0,2219.0,3287.0,4337.0,5248.0,6079.0,6749.0,8703,0.3232352436696605
121464271#0,24164250#2,4.926605149873177,28.0,250.0,873.0,1629.0,2538.0,3448.0,4424.0,5483.0,6528.0,7469.0,10001,0.9515892338501953
86198184#0,202294089#1,9.989906183118825,1.0,21.0,150.0,558.0,1369.0,2566.0,4136.0,5842.0,7323.0,8477.0,10001,0.6803162824139467
22801764#5,50281042,6.726993699711577,30.0,123.0,250.0,479.0,751.0,1044.0,1417.0,1880.0,2517.0,3327.0,10001,0.42305261704950103
28674038#0,22978853,1.6636629013366762,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.601991108681253
190502846#3,-122291185,12.067623378719553,1.0,3.0,34.0,250.0,834.0,1772.0,2925.0,4313.0,5623.0,6750.0,10001,0.9868400427631142
107305183#1,23914013#3,1.7109335331262372,3.0,16.0,114.0,369.0,906.0,1565.0,2411.0,3239.0,4024.0,4671.0,7029,0.5278594366097411
192076282,100304834#0,2.342519953133734,24.0,89.0,313.0,730.0,1340.0,1922.0,2577.0,3214.0,3762.0,4275.0,8493,0.7041218133236078
184817931#0,-26943239#3,3.2290119820574144,45.0,277.0,664.0,1172.0,1979.0,3118.0,4455.0,5792.0,7057.0,8033.0,9982,0.16616209238138277
23645960#0,128648701,3.204923327817086,89.0,312.0,872.0,1642.0,2708.0,3787.0,4694.0,5385.0,5897.0,6244.0,8913,0.4505166923232155
26592323#0,24164250#2,1.6384424658280436,63.0,379.0,927.0,1492.0,1921.0,2245.0,2407.0,2502.0,2547.0,2564.0,2568,0.21630230839101527
166716866#0,-612775345#2,6.389833513092555,6.0,38.0,170.0,527.0,1107.0,1836.0,2699.0,3677.0,4766.0,5742.0,10001,0.3460772634993852
-121677309,27931982,21.616639878269904,1.0,7.0,47.0,192.0,516.0,1094.0,1819.0,2654.0,3534.0,4506.0,10001,0.7129672273743037
27478669#1,27374273#1,12.201598696137491,1.0,3.0,52.0,300.0,1011.0,2039.0,3228.0,4321.0,5394.0,6396.0,10001,0.9567603592783026
-26943239#3,-143571769#4,6.214236165089589,2.0,11.0,49.0,178.0,445.0,915.0,1631.0,2634.0,3939.0,5368.0,10001,0.3517021916757661
-78411474,625321643,6.695950150554033,424.0,1544.0,3081.0,4674.0,6051.0,6997.0,7766.0,8274.0,8624.0,8794.0,8997,0.1980830503875127
51081959#0,81754940,1.7712286955032637,41.0,162.0,307.0,549.0,788.0,1095.0,1347.0,1621.0,1853.0,2055.0,2600,0.21040872343413705
278328412#0,200858515#0,2.645214359146115,0.0,219.0,839.0,1644.0,2379.0,3216.0,4060.0,4898.0,5706.0,6501.0,9554,0.9331811775565652
166716866#0,202294089#1,10.342351762682558,1.0,4.0,73.0,252.0,569.0,1140.0,1949.0,3068.0,4349.0,5637.0,10001,0.9216670744062285
86198184#0,190502846#3,1.842280513856012,13.0,68.0,196.0,447.0,774.0,980.0,1104.0,1187.0,1337.0,1616.0,1791,0.07658030580859858
27896854#1,124810266#0,4.730960957604627,18.0,84.0,248.0,560.0,1069.0,1766.0,2632.0,3557.0,4535.0,5525.0,9999,0.2665293552435153
26592323#0,51081959#0,0.5358359316917405,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,3,0.05361343921538805
35741203#0,27317814,13.119601024987556,1.0,2.0,36.0,162.0,463.0,979.0,1658.0,2423.0,3373.0,4347.0,10001,0.9920772940927998
50281042,181521214,7.182015418479447,1.0,15.0,73.0,186.0,403.0,756.0,1319.0,2194.0,3300.0,4591.0,10001,0.43204565532207534
136065305#2,664645393,9.27086129856646,63.0,220.0,366.0,686.0,1314.0,2088.0,3121.0,4251.0,5402.0,6482.0,10001,0.6031858385510869
100304834#0,23914013#3,1.776072263133629,259.0,1268.0,2793.0,4413.0,5906.0,7181.0,8086.0,8728.0,9150.0,9405.0,9719,0.7038967910011497
-124046218#1,-192110350#1,4.298619478084844,6.0,62.0,262.0,547.0,1045.0,1735.0,2612.0,3614.0,4655.0,5698.0,10001,0.972709679184139
108327352#0,100304834#0,0.9897806206438452,2.0,10.0,16.0,22.0,32.0,40.0,43.0,62.0,81.0,96.0,228,0.24789267630927628
-103271294#1,28117579#1,19.65124684262808,1.0,2.0,47.0,161.0,415.0,883.0,1495.0,2303.0,3349.0,4448.0,10001,0.6823625035344004
27494708#0,22943369,9.704818207762653,1.0,2.0,19.0,148.0,490.0,1091.0,1928.0,2917.0,4050.0,5174.0,10001,0.854888198528931
-424551716#3,220274291,4.846565977155724,40.0,236.0,591.0,1189.0,2074.0,3206.0,4401.0,5637.0,6716.0,7633.0,9996,0.8665158984397272
107305183#1,278328412#0,0.8380231051813916,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.19644524171694502
232886171#6,128665321,1.7964435739631657,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5520553439176392
22885424#0,184688750,2.054191196386095,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.2612163510656889
-134473594,81754940,2.793872335188732,280.0,1452.0,2975.0,4116.0,5056.0,6002.0,6812.0,7409.0,7801.0,8049.0,8431,0.396344096900002
-612775345#2,124810266#0,9.42886521962483,1.0,20.0,136.0,426.0,993.0,1871.0,2946.0,4156.0,5340.0,6516.0,10001,0.5578348773759658
202591022#1,28677439#0,2.136068576945732,19.0,40.0,91.0,171.0,261.0,394.0,604.0,899.0,1182.0,1327.0,1443,0.29267341281263015
-23800711,192076282,1.2084995387168924,1.0,5.0,38.0,182.0,523.0,940.0,1286.0,1459.0,1573.0,1655.0,1696,0.34940781403265986
34491765#0,32819285#0,21.2030428028851,1.0,1.0,3.0,50.0,264.0,855.0,1810.0,3083.0,4468.0,5730.0,10001,0.7726223361087086
-103271294#1,105351000,21.63557728232448,1.0,1.0,3.0,19.0,100.0,336.0,883.0,1583.0,2374.0,3297.0,10001,0.6852236568151717
184688750,34860256#0,4.793592566543092,91.0,600.0,1570.0,2849.0,4381.0,5814.0,7057.0,8048.0,8689.0,9166.0,9997,0.7586148879586521
81754940,-192110350#1,4.51927575450211,4.0,25.0,134.0,322.0,639.0,1069.0,1636.0,2276.0,2975.0,3690.0,10001,0.8602264575250078
142068014#1,27237324,16.574766882307433,1.0,1.0,2.0,27.0,155.0,521.0,1211.0,2184.0,3486.0,4817.0,10001,0.5086983128110661
108327352#0,200858512#0,0.9294060941542492,1.0,3.0,4.0,9.0,16.0,23.0,33.0,45.0,56.0,65.0,72,0.18218648641928986
26785991#0,24162878#0,4.439228904760423,34.0,181.0,470.0,969.0,1774.0,2952.0,4273.0,5621.0,6861.0,7888.0,9986,0.6634596097052543
99440052#0,-860424997,14.700241222630344,21.0,272.0,1216.0,2836.0,4943.0,6884.0,8290.0,9184.0,9658.0,9874.0,10000,0.44182977792023187
34491765#0,625321643,13.215107664855152,17.0,83.0,239.0,571.0,1012.0,1538.0,2177.0,2925.0,3906.0,5039.0,10001,0.4138078872376493
209407943,-23800711,2.0013252413967795,191.0,919.0,2364.0,4006.0,5622.0,6918.0,7838.0,8397.0,8740.0,8918.0,9057,0.6960264211835356
278328412#0,200858512#0,2.300947962092338,0.0,97.0,556.0,1496.0,2803.0,4194.0,5405.0,6334.0,7131.0,7771.0,9177,0.9981223065992706
22943369,223345795#3,6.78290574343886,18.0,135.0,446.0,1105.0,2090.0,3065.0,3956.0,4685.0,5295.0,5935.0,9990,0.3542841007441611
278328412#0,22885903#1,1.5665044215130122,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.49589998616458497
32819285#0,227764339#0,26.077287593542955,1.0,1.0,15.0,82.0,344.0,845.0,1730.0,2961.0,4274.0,5509.0,10001,0.9103312465406295
92811445#0,-603411412,4.2536401851015135,30.0,179.0,696.0,1715.0,2988.0,4406.0,5761.0,6967.0,7896.0,8577.0,9991,0.7128761467557634
22943369,27317814,9.01263220871742,8.0,93.0,288.0,670.0,1301.0,2254.0,3465.0,4747.0,5986.0,7061.0,10001,0.5609635854817755
22890785#1,247815600#0,4.069670893826635,5.0,68.0,305.0,1001.0,2292.0,4020.0,5756.0,7191.0,8303.0,9014.0,10001,0.7825328073330754
50281042,1029004063,7.496475270694796,213.0,524.0,660.0,855.0,1217.0,1689.0,2266.0,3049.0,3974.0,4849.0,9989,0.474497124922287
-116574763#7,142068014#1,19.660623886219987,1.0,21.0,78.0,208.0,471.0,897.0,1639.0,2578.0,3736.0,5013.0,10001,0.6222962615461122
664645393,27340399#0,5.242324138947876,352.0,1237.0,2702.0,4412.0,6044.0,7223.0,8018.0,8660.0,9097.0,9358.0,9743,0.30958547104219375
-143571769#4,-26943239#3,6.171712602857995,1.0,10.0,115.0,447.0,1114.0,2126.0,3518.0,5008.0,6395.0,7563.0,10001,0.3517021916757661
22885424#0,26801007#2,3.698834192959154,7.0,81.0,338.0,960.0,1810.0,2811.0,3906.0,4983.0,6116.0,7144.0,10001,0.7355683372608355
122185766#0,28676913#0,1.7347539636065044,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.6342970788800046
128669220#6,27896854#1,11.00990547816813,1.0,6.0,50.0,249.0,748.0,1514.0,2527.0,3627.0,4703.0,5799.0,10001,0.7469080600202047
122599933#2,128669220#6,8.716506406576382,6.0,39.0,164.0,360.0,699.0,1229.0,2030.0,2999.0,4138.0,5341.0,10001,0.5345225599074994
-192110350#1,51081959#0,4.247118335940725,7.0,75.0,262.0,689.0,1400.0,2305.0,3450.0,4727.0,5981.0,7089.0,10000,0.6498177340908707
-118569836#4,26801069#2,1.4460462048148923,13.0,49.0,140.0,239.0,377.0,506.0,673.0,864.0,1094.0,1386.0,3499,0.19579965403917407
1029004063,50281042,7.814960971819159,91.0,228.0,346.0,513.0,735.0,1054.0,1546.0,2190.0,2839.0,3574.0,9992,0.474497124922287
1029004063,122599933#2,3.450903396002865,87.0,664.0,1231.0,1920.0,2917.0,3953.0,4999.0,5910.0,6693.0,7291.0,8562,0.1932593635246347
142068014#1,32819285#0,24.297362735409813,1.0,8.0,36.0,87.0,296.0,865.0,1811.0,3103.0,4462.0,5702.0,10001,0.7896063944132826
-28676357#2,23895836#0,1.8465904086746137,16.0,141.0,545.0,1532.0,3028.0,4392.0,5424.0,6157.0,6661.0,7011.0,7499,0.6018622725022497
27494708#0,202294089#1,10.106542228546427,1.0,2.0,44.0,220.0,601.0,1182.0,1965.0,2924.0,3899.0,4948.0,10001,0.9240748800969316
-442245186#0,99440052#0,15.949565744848066,1.0,15.0,201.0,886.0,2090.0,3569.0,5057.0,6564.0,7755.0,8631.0,10001,0.48175843981395833
166716866#0,136065305#2,10.578891197100852,1.0,4.0,25.0,167.0,504.0,1192.0,2108.0,3259.0,4488.0,5704.0,10001,0.8853896549966931
113973904,22989573#0,1.8264541469391449,85.0,477.0,916.0,1376.0,1709.0,2035.0,2444.0,2788.0,2965.0,3185.0,5495,0.08478298292938842
625321643,34491765#0,13.525909350818354,7.0,52.0,184.0,454.0,843.0,1316.0,1907.0,2622.0,3471.0,4457.0,10001,0.4138078872376493
-122372670#2,876031410#0,10.233065057346735,67.0,256.0,671.0,1486.0,2580.0,3647.0,4615.0,5400.0,6161.0,6924.0,10001,0.25702672646828606
26801069#2,23645960#0,3.623749023474274,8.0,71.0,427.0,1139.0,2269.0,3642.0,4967.0,6217.0,7306.0,8130.0,10001,0.6580049784233407
463432074#0,209407943,1.5472414659041052,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.46949946779676793
225105091#1,-94827734#6,1.627045014756772,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.04280964583590635
-122372670#2,142068014#1,23.98155660161855,1.0,3.0,38.0,101.0,278.0,649.0,1303.0,2195.0,3242.0,4395.0,10000,0.7411122823744413
292494318#0,24162878#0,5.030601964861231,13.0,82.0,320.0,719.0,1295.0,2007.0,2879.0,3761.0,4649.0,5743.0,9999,0.8792679758495713
49089747#0,35306338#1,1.5839619389793762,196.0,524.0,1198.0,2170.0,3399.0,4525.0,5684.0,6681.0,7303.0,7758.0,8483,0.5717046591160405
278328412#0,232886171#0,1.2114050918040369,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.3322461231433143
122599933#2,-26943239#3,7.558815516621728,29.0,131.0,310.0,582.0,950.0,1507.0,2193.0,3138.0,4198.0,5239.0,10001,0.4531548807009976
-201419943#1,128665321,0.8235912923186443,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.2096372867368597
278328412#0,-28676357#2,1.4457633699650403,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.44571497665127935
22885424#0,-424551716#3,3.39508251952956,31.0,192.0,559.0,1101.0,1827.0,2641.0,3493.0,4461.0,5352.0,6197.0,9995,0.5061914164025665
99440052#0,27634237,7.974224123508949,345.0,1492.0,2834.0,4067.0,5020.0,5759.0,6535.0,7145.0,7690.0,8233.0,9826,0.221715180655125
190502846#3,-612775345#2,3.652650710232409,54.0,173.0,478.0,1039.0,1714.0,2710.0,3892.0,5215.0,6421.0,7522.0,9964,0.1813067773157021
236894418#0,49089747#0,2.250647259395427,11.0,71.0,271.0,652.0,1219.0,1779.0,2322.0,2842.0,3331.0,3899.0,8665,0.7036232395779594
-126146476,28677439#0,2.266274898873794,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.31560694385561117
-122372670#2,-164752118,24.07952510945064,1.0,1.0,1.0,18.0,146.0,557.0,1301.0,2405.0,3720.0,4998.0,10001,0.9478043279484295
27896854#1,-143571769#4,7.508655812020273,1.0,25.0,188.0,718.0,1769.0,3132.0,4601.0,5994.0,7161.0,8048.0,10001,0.4765735475509404
26592323#0,23645960#0,2.349136907112217,87.0,425.0,962.0,1797.0,2866.0,3891.0,4886.0,5775.0,6650.0,7413.0,9381,0.3159613215220505
-143571769#4,22943369,8.565546542730408,1.0,11.0,85.0,474.0,1397.0,2681.0,4200.0,5611.0,6853.0,7739.0,10001,0.5873444378417654
664645393,50281042,9.15960333122938,19.0,61.0,220.0,472.0,1044.0,1921.0,3044.0,4236.0,5310.0,6305.0,10001,0.5431543763846628
26801069#2,22885424#0,3.647369234592536,4.0,87.0,338.0,824.0,1437.0,2322.0,3453.0,4691.0,5816.0,6903.0,10001,0.800311647758814
-192110350#1,95644996#1,3.807429419679045,15.0,162.0,541.0,1187.0,2275.0,3669.0,5221.0,6657.0,7711.0,8516.0,10001,0.818983158478719
876031410#0,-52031786#4,21.890800800224035,5.0,23.0,109.0,383.0,1060.0,2205.0,3594.0,5102.0,6409.0,7528.0,10001,0.6703688210407437
100304834#0,35306338#1,1.6355834992561402,169.0,723.0,1857.0,3644.0,5668.0,7137.0,8032.0,8505.0,8780.0,8926.0,9084,0.6336127743071195
128648701,202591022#1,3.891828922304642,43.0,281.0,704.0,1221.0,1849.0,2469.0,3162.0,3900.0,4665.0,5465.0,10000,0.7429381179409434
-4245346#1,-126146476,0.7624092544969181,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.10011796915260537
51081959#0,22885424#0,2.8915812641585035,27.0,197.0,485.0,783.0,1215.0,1768.0,2379.0,3064.0,3873.0,4699.0,9910,0.4046545516421358
-52031786#4,-94827734#6,16.754102263535177,10.0,102.0,314.0,730.0,1504.0,2730.0,4302.0,5935.0,7414.0,8496.0,10001,0.5489180723705459
-442245186#0,-164752118,3.9078742372308746,21.0,41.0,85.0,251.0,509.0,813.0,1005.0,1061.0,1069.0,1069.0,1069,0.09782734128111167
50281042,128669220#6,4.582576104585192,35.0,197.0,649.0,1476.0,2691.0,4113.0,5378.0,6474.0,7348.0,8064.0,10000,0.25328479850984703
-122372670#2,27237324,21.100315722769647,1.0,1.0,1.0,27.0,184.0,628.0,1414.0,2448.0,3687.0,5039.0,10001,0.7501894048144927
