origin,destination,euclidean,nb_0.1_paths,nb_0.2_paths,nb_0.3_paths,nb_0.4_paths,nb_0.5_paths,nb_0.6_paths,nb_0.7_paths,nb_0.8_paths,nb_0.9_paths,nb_1.0_paths,nb_paths,theta
273656458#0,159915363#0,3.183879584086657,377.0,1257.0,2273.0,2930.0,3267.0,3432.0,3587.0,3701.0,3797.0,3848.0,3870,0.5082277202822005
324493318#0,24909060#4,4.737520583301164,70.0,285.0,681.0,1266.0,2028.0,2818.0,3488.0,4016.0,4375.0,4624.0,5001,0.7707394202118185
11655636#0-AddedOnRampEdge,-769920219#1,3.5645454106110512,147.0,336.0,581.0,967.0,1427.0,1884.0,2289.0,2709.0,3101.0,3516.0,4930,0.5290238147653559
-24844937#7,348439788#0,10.771768465177107,3.0,75.0,496.0,1316.0,2366.0,3340.0,4058.0,4500.0,4728.0,4872.0,5001,0.798261111250202
202760019#6,-110575582#2,3.695484045372978,21.0,163.0,537.0,1229.0,1999.0,2784.0,3429.0,3990.0,4352.0,4628.0,5001,0.5852064761329381
23158529#0,24975582#0,1.6142003485045555,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.4834990778184313
24785306#4,24550665#0,1.9269438402785013,52.0,269.0,681.0,1350.0,2136.0,2773.0,3123.0,3244.0,3299.0,3311.0,3320,0.641439694938662
-110575582#2,-27202663#2,3.892636198748468,203.0,627.0,1097.0,1754.0,2442.0,3117.0,3747.0,4225.0,4515.0,4718.0,4988,0.8238472457967926
24785306#4,491331618#4,1.6149323512471196,15.0,103.0,316.0,682.0,1030.0,1281.0,1398.0,1451.0,1480.0,1489.0,1498,0.46061449875127164
25340253#0,491331618#4,2.0180524729118496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.7191049835805962
549022166,172962794#2,2.0331828099820246,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.802941008178701
549022166,158020256#5,1.4105950548641544,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.45508601707126806
549206863#0,915828044#0,2.4050836058907143,79.0,330.0,546.0,954.0,1456.0,1914.0,2338.0,2766.0,3167.0,3421.0,3860,0.7983099692304068
46201350#0,-389519619#1,2.982740677847248,131.0,396.0,956.0,1677.0,2383.0,2988.0,3571.0,3984.0,4283.0,4437.0,4680,0.45523409692252736
8169839,-389519619#1,4.241361156983968,24.0,126.0,341.0,802.0,1460.0,2268.0,3056.0,3693.0,4196.0,4494.0,4993,0.9793385459231448
24909060#4,305428846#1,5.817177638218467,75.0,397.0,1001.0,1675.0,2478.0,3218.0,3840.0,4281.0,4588.0,4781.0,4996,0.9269651887708698
888683700,24942843#0,2.4239682578810613,8.0,66.0,238.0,514.0,851.0,1168.0,1435.0,1691.0,1955.0,2182.0,2612,0.92760415716447
-305689934#1,-49773053#10,12.468092085324145,3.0,39.0,208.0,541.0,1095.0,1727.0,2404.0,3119.0,3723.0,4123.0,5001,0.8343270184858584
-30030782#6,915119863#0,2.735291374007192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8984631062138352
1086284413,-172962794#1,2.0978195994798137,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8350053376095894
24785306#4,-25005050#1,2.219867375799898,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8348126342297234
348439788#0,181315427#0,12.47909187739694,1.0,31.0,260.0,965.0,1965.0,3005.0,3808.0,4310.0,4624.0,4800.0,5001,0.8520292931441239
354964410#0,43024557,2.8434883547303427,163.0,574.0,1116.0,1626.0,2075.0,2370.0,2619.0,2810.0,2931.0,3053.0,3402,0.4068950691464848
24785306#4,27317795#0,1.6149323512471196,30.0,225.0,644.0,1105.0,1393.0,1507.0,1549.0,1566.0,1577.0,1580.0,1580,0.4885104522834847
491331618#4,915828044#0,2.2526307829554195,47.0,177.0,417.0,509.0,561.0,611.0,661.0,779.0,910.0,1057.0,3265,0.6481840967422852
-224928159,-25163955#11,9.740156971410588,18.0,173.0,501.0,1041.0,1748.0,2490.0,3153.0,3659.0,4063.0,4386.0,5001,0.5965720631137496
799107046#0,-27202663#2,3.4714276651347724,401.0,1874.0,2567.0,2852.0,3032.0,3148.0,3188.0,3205.0,3208.0,3209.0,3209,0.5119622189378118
491331618#4,706139037,2.374640609069761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8168984063626378
25026462#2,225402530#1,6.756702944757435,27.0,127.0,305.0,482.0,739.0,1081.0,1611.0,2226.0,2887.0,3537.0,4978,0.41837777575425344
24597934#0,915828044#0,0.8676739283451924,2.0,4.0,10.0,10.0,16.0,16.0,16.0,16.0,16.0,16.0,16,0.1773913254117959
154816260#0,-24844937#7,6.823718017315082,76.0,312.0,960.0,1994.0,3075.0,3881.0,4425.0,4754.0,4899.0,4966.0,5001,0.4174907588384368
24985704#2,159915363#0,1.0730962820496663,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.12776233618233934
43024557,202760019#6,5.452523231924008,91.0,395.0,932.0,1621.0,2375.0,3136.0,3794.0,4250.0,4580.0,4781.0,4999,0.9116928080161191
-590598818#1,202760019#6,1.8985507113304243,17.0,128.0,439.0,897.0,1494.0,2048.0,2400.0,2575.0,2668.0,2711.0,2750,0.21597895594355068
24985704#2,-94342353#13,4.212571975745588,76.0,446.0,941.0,1405.0,1792.0,2126.0,2447.0,2798.0,3073.0,3277.0,3907,0.6388120007346799
915522877#0,354964366#3,2.962391502977,41.0,267.0,783.0,1500.0,2252.0,2861.0,3427.0,3873.0,4197.0,4420.0,4714,0.9668357728787136
-389519619#1,203478088#0,3.2876948989543333,97.0,486.0,978.0,1484.0,2043.0,2623.0,3128.0,3613.0,3996.0,4313.0,4950,0.5126393890088621
608929071#0,11655636#0-AddedOnRampEdge,2.606871074078091,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.3904964710600349
27317795#0,23158529#0,0.9946157547948212,2.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4,0.29458566561076605
608929071#0,-27202659#8,4.052207956255992,203.0,690.0,1104.0,1622.0,2244.0,2869.0,3405.0,3895.0,4263.0,4523.0,4983,0.8993963616848534
24975582#0,915119863#0,2.6433733409551112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.8374733416461975
-241765544#4,44779234#2,5.234083837669113,15.0,129.0,364.0,629.0,943.0,1183.0,1453.0,1684.0,1865.0,2020.0,2272,0.29802955027720607
43024557,24605118#0,4.218034597860466,104.0,326.0,734.0,1323.0,1964.0,2524.0,3016.0,3470.0,3884.0,4202.0,4995,0.7196004680109632
25026462#2,44779234#2,6.229083525974241,28.0,146.0,353.0,630.0,1130.0,1810.0,2412.0,2947.0,3354.0,3748.0,4877,0.3638941225012745
306145142#1,-886571928#1,2.448942012685508,360.0,840.0,1573.0,2583.0,3434.0,3998.0,4382.0,4586.0,4658.0,4698.0,4715,0.358375942444401
915119863#0,-30030782#6,2.5943569987331414,401.0,1654.0,2591.0,3642.0,4409.0,4704.0,4831.0,4883.0,4914.0,4919.0,4919,0.8984631062138352
24975582#0,888683700,1.2955282539520754,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.3911731331432315
22926846#0,11655636#0-AddedOnRampEdge,2.280510268644917,88.0,269.0,594.0,792.0,1058.0,1259.0,1738.0,2201.0,2519.0,2813.0,4228,0.3243629246863364
172496052#0,24695297#0,1.3378834241492337,4.0,19.0,63.0,137.0,206.0,283.0,359.0,407.0,427.0,430.0,430,0.38423258364187707
466171351,203478088#0,3.716215182029469,157.0,913.0,2071.0,2983.0,3650.0,4150.0,4557.0,4813.0,4943.0,4976.0,5001,0.772464559293592
42861130#0,348439788#0,12.571796406899487,2.0,46.0,288.0,811.0,1616.0,2435.0,3134.0,3685.0,4127.0,4440.0,5001,0.8887811491195209
225402530#1,-49773053#10,11.009041330519516,5.0,88.0,337.0,728.0,1328.0,1998.0,2671.0,3326.0,3857.0,4273.0,5001,0.6833740153594328
-590598818#1,799107046#0,5.180579081296625,8.0,86.0,390.0,1047.0,1928.0,2787.0,3475.0,4010.0,4378.0,4621.0,5001,0.9665819445452167
172496052#0,24550665#0,1.4016325819785729,8.0,54.0,157.0,275.0,403.0,537.0,625.0,653.0,656.0,657.0,657,0.45109529377308577
273656458#0,8169839,3.881658773750058,94.0,573.0,1398.0,2410.0,3317.0,3992.0,4456.0,4737.0,4880.0,4953.0,5000,0.8768642243755046
-27202659#8,27203168#3,1.4586799428784265,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.13218241172127593
24597928#0,706139037,2.2561052773039902,0.0,0.0,287.0,2528.0,4044.0,4178.0,4200.0,4200.0,4200.0,4200.0,4200,0.6552248694977455
23390363#0,24701900#3,3.645163104850573,41.0,220.0,522.0,960.0,1526.0,2146.0,2694.0,3164.0,3553.0,3900.0,4802,0.5473982352508038
-27202659#8,203478088#0,4.647068810450017,43.0,306.0,718.0,1464.0,2300.0,3108.0,3776.0,4235.0,4509.0,4717.0,4982,0.8477583603136318
-475935033#1,-25005050#1,1.7329557076936994,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5913727211995128
306145142#1,305428846#1,5.594952501152761,98.0,537.0,1062.0,1676.0,2283.0,2894.0,3413.0,3889.0,4205.0,4428.0,4745,0.7976725689240725
-25005050#1,24578989,1.6268124362989886,47.0,193.0,427.0,757.0,1049.0,1296.0,1402.0,1453.0,1476.0,1493.0,1501,0.4602700770787061
158020256#5,-172962794#1,1.8795785770603308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.49738156905488423
-24844937#7,-305689934#1,9.94783713503155,1.0,18.0,94.0,393.0,967.0,1790.0,2696.0,3467.0,4021.0,4449.0,5001,0.6317659298306266
24701900#3,-27202663#2,4.491145506533574,123.0,533.0,1114.0,1944.0,3010.0,3936.0,4539.0,4816.0,4934.0,4971.0,5001,0.9063356565426273
306145142#1,203478088#0,5.026735284287623,28.0,154.0,393.0,857.0,1445.0,2219.0,3060.0,3763.0,4242.0,4598.0,5001,0.9928972928337324
24785306#4,172496052#0,0.8029670054620172,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.19034440116557635
203478088#0,43024557,1.5501785063122009,64.0,179.0,400.0,751.0,1003.0,1210.0,1274.0,1281.0,1281.0,1281.0,1281,0.1789574464909462
608929071#0,46201350#0,2.109741399416454,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.31025057008784956
46201350#0,202760019#6,5.329790369490099,93.0,338.0,747.0,1211.0,1784.0,2446.0,3023.0,3545.0,3951.0,4306.0,5001,0.9667550375792684
-288211979#3,25026462#2,3.395092222040553,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.21817680281877652
27317795#0,751866381#0,1.315206539132031,5.0,18.0,58.0,139.0,220.0,291.0,323.0,356.0,370.0,374.0,374,0.3429877132884936
-590598818#1,43024557,5.163354252881147,42.0,230.0,562.0,1031.0,1625.0,2312.0,3000.0,3641.0,4121.0,4467.0,5000,0.87232823604033
-305689934#1,42860168,12.794214765795504,1.0,8.0,78.0,256.0,701.0,1371.0,2121.0,2786.0,3358.0,3841.0,5001,0.9970651655819527
8169839,159915363#0,2.5752922078977027,69.0,375.0,868.0,1608.0,2273.0,2814.0,3260.0,3655.0,3962.0,4187.0,4474,0.3686365040933039
24597928#0,354964366#3,2.580879399366998,26.0,174.0,699.0,1492.0,2216.0,2717.0,3000.0,3162.0,3248.0,3294.0,3310,0.9436157062707341
24909060#4,22926846#0,4.045906897808537,60.0,324.0,901.0,1623.0,2474.0,3234.0,3912.0,4404.0,4714.0,4853.0,4998,0.6768929413591184
-27202663#2,159915363#0,2.423509059477564,13.0,97.0,333.0,627.0,823.0,911.0,977.0,1021.0,1038.0,1046.0,1049,0.3126548541492034
225402530#1,42860168,12.121071344360235,3.0,26.0,117.0,349.0,809.0,1403.0,2090.0,2769.0,3351.0,3889.0,5001,0.8519818312916185
751866381#0,24942843#0,0.8299598541051696,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,0.19770483359001065
24695297#0,24578989,0.5619136836716702,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2,0.13034030388411702
24785306#4,1017363471,1.8667702486145483,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.6427457771644696
-583703158#7,-25163955#11,13.12487686758815,1.0,28.0,218.0,634.0,1176.0,1811.0,2511.0,3150.0,3712.0,4119.0,5001,0.8496751140175919
24909060#4,-389519619#1,4.052505675446992,97.0,331.0,740.0,1355.0,2008.0,2580.0,3012.0,3402.0,3716.0,3925.0,4352,0.6237559380042033
25157015#1,-158020275#4,2.4429545739964955,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.34720581445963217
27203168#3,202760019#6,1.1618732872379824,3.0,3.0,3.0,4.0,6.0,6.0,6.0,6.0,6.0,6.0,6,0.11070948247215778
24985704#2,203478088#0,5.0817824492496095,27.0,121.0,344.0,677.0,1179.0,1845.0,2662.0,3414.0,4021.0,4412.0,5000,0.9630979971899247
24597928#0,24578989,1.0453702083898924,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.2835739341993179
466171351,571680875#4,2.892676813559532,101.0,453.0,808.0,1169.0,1518.0,1693.0,1881.0,2031.0,2131.0,2195.0,2259,0.46064648104459016
1086284413,24695297#0,1.1289757562154976,7.0,26.0,42.0,57.0,86.0,123.0,140.0,140.0,140.0,140.0,140,0.330016496568478
49137080#0,751866381#0,2.685266209234583,38.0,285.0,895.0,1658.0,2288.0,2600.0,2795.0,2915.0,2993.0,3043.0,3095,0.8627271474280805
25157015#1,23390363#0,4.358043319549065,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.7037671538163703
25157015#1,-110575582#2,2.844799045593281,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.4261860162261467
49137080#0,-25340239#1,2.457716404496696,363.0,1221.0,2196.0,3396.0,4086.0,4295.0,4306.0,4307.0,4307.0,4307.0,4307,0.7849639132897895
181315427#0,-224928159,6.4623895922439125,90.0,546.0,1245.0,1993.0,2658.0,3250.0,3792.0,4214.0,4541.0,4727.0,4973,0.4048270807538857
42860168,-305689934#1,13.506037192684348,2.0,9.0,45.0,187.0,541.0,1142.0,1818.0,2451.0,3041.0,3537.0,5001,0.9970651655819527
44779234#2,753275599#0,8.737953743928887,2.0,132.0,617.0,1470.0,2514.0,3482.0,4168.0,4593.0,4819.0,4916.0,5001,0.5388015604113022
172962794#2,24785306#4,2.027378976567764,29.0,347.0,811.0,1168.0,1278.0,1282.0,1282.0,1282.0,1282.0,1282.0,1282,0.44091827142316253
491331618#4,-475935033#1,1.968997141578776,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.7040544117814823
549206863#0,-25340239#1,1.6387901601019983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5172748265502888
-27202663#2,43024557,3.891987502471544,405.0,1257.0,2154.0,2959.0,3488.0,3873.0,4069.0,4166.0,4226.0,4263.0,4296,0.6730520383522647
24985704#2,608929071#0,4.125859702397958,48.0,204.0,514.0,966.0,1562.0,2218.0,2984.0,3633.0,4156.0,4532.0,4995,0.71025271918841
24975582#0,23158529#0,1.5388261565792694,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.4834990778184313
24578989,23158529#0,0.3524840135520939,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.07817882920268042
27203168#3,24701900#3,4.585480067306388,42.0,205.0,509.0,998.0,1777.0,2679.0,3482.0,4116.0,4513.0,4769.0,4994,0.9657330562656758
181315427#0,27588412#0,4.809273296558979,101.0,410.0,823.0,1358.0,1898.0,2411.0,2895.0,3368.0,3715.0,4007.0,4835,0.23517763593644528
-769920219#1,43024557,3.796814622866537,147.0,507.0,970.0,1614.0,2247.0,2870.0,3372.0,3807.0,4151.0,4382.0,4921,0.5703300681977821
753275599#0,27588412#0,3.65308722416196,229.0,876.0,1685.0,2373.0,2886.0,3290.0,3662.0,3940.0,4157.0,4313.0,4516,0.17647353087028683
799107046#0,24605118#0,4.358572165464559,114.0,536.0,1316.0,2137.0,2865.0,3521.0,4036.0,4373.0,4590.0,4750.0,5000,0.8806902874254162
181315427#0,753275599#0,1.372920453956093,2.0,4.0,6.0,25.0,36.0,62.0,93.0,114.0,139.0,149.0,154,0.05870410506615845
24975582#0,24937323,2.5651541990979947,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.7953503171940896
172496052#0,706139037,2.025893289394984,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5466283087769426
202760019#6,571680875#4,5.029318204728295,154.0,363.0,697.0,1129.0,1733.0,2395.0,3086.0,3648.0,4105.0,4417.0,4818,0.7788321762580637
23158529#0,-475935033#1,2.114619330200387,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.9734639690755389
225402530#1,-224928159,2.3362471759239654,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.12975402784423712
-769920219#1,-389519619#1,4.061848966661748,19.0,106.0,306.0,676.0,1270.0,2110.0,3041.0,3764.0,4229.0,4547.0,4989,0.9040120107156979
27203168#3,25157015#1,5.206197253811582,121.0,558.0,1481.0,2530.0,3427.0,4081.0,4491.0,4711.0,4825.0,4882.0,4975,0.8778980251687577
915119863#0,24942843#0,0.6644492845963732,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.156250631953899
24695297#0,915828044#0,1.8660055726312024,86.0,279.0,511.0,726.0,839.0,951.0,1169.0,1361.0,1531.0,1660.0,1849,0.5342216106861033
202760019#6,-769920219#1,3.4427065065466205,25.0,179.0,574.0,1151.0,1837.0,2452.0,3014.0,3534.0,3900.0,4199.0,4967,0.5179771237860986
172962794#2,24578989,1.9831541496045784,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.854164439885267
-27202659#8,324493318#0,4.758084849238276,103.0,450.0,964.0,1400.0,1879.0,2480.0,3160.0,3826.0,4308.0,4599.0,4988,0.9406236130887482
25340253#0,-172962794#1,1.2490007373351155,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.33195436454128935
24808689#0,706139037,2.6086114271928142,1472.0,3218.0,3720.0,3911.0,4027.0,4099.0,4132.0,4140.0,4143.0,4144.0,4144,0.7567556249148572
23390363#0,-590598818#1,0.8788760769329499,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,5.0,11,0.09164638259916373
159915363#0,24701900#3,4.785941735251732,42.0,168.0,511.0,1037.0,1737.0,2421.0,3029.0,3574.0,4036.0,4373.0,4996,0.7810094893081695
24597928#0,23158529#0,0.7925713418182124,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.20539510499663777
1086284413,706139037,2.08927537774761,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.6008443958503416
-705573917,-110575582#2,3.699728676771727,115.0,455.0,996.0,1544.0,2190.0,2903.0,3476.0,3936.0,4285.0,4558.0,4999,0.5723029734643933
24695297#0,1017363471,1.7181053230926628,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.7826772380280771
-158020275#4,159915363#0,4.50657474073345,68.0,425.0,1153.0,1977.0,2710.0,3380.0,3899.0,4316.0,4587.0,4743.0,4932,0.7154157776666319
915522877#0,24975582#0,1.0035143104665938,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.18855545197124082
-110575582#2,24605118#0,1.3206462956318257,4.0,17.0,32.0,49.0,64.0,92.0,131.0,181.0,214.0,226.0,227,0.21649975216002038
158020256#5,24695297#0,2.171401062827268,22.0,106.0,213.0,470.0,884.0,1328.0,1847.0,2386.0,2837.0,3202.0,3891,0.6676402651231832
571680875#4,-27202663#2,3.4676948316237253,429.0,1272.0,2325.0,2608.0,2768.0,2852.0,2889.0,2893.0,2895.0,2895.0,2895,0.540191406594209
203478088#0,273656458#0,3.79332463285252,90.0,341.0,828.0,1538.0,2422.0,3207.0,3835.0,4245.0,4551.0,4723.0,4992,0.6564366187102136
23158529#0,491331618#4,0.9001193632073743,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.322481619142979
-27202659#8,43024557,4.369896556540097,408.0,1123.0,1801.0,2437.0,2970.0,3383.0,3701.0,3915.0,4039.0,4139.0,4278,0.6688009138226856
202760019#6,-80397754#8,1.330759576331907,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.1617660322221248
491331618#4,158020256#5,1.7115571360381874,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.5536777790670013
799107046#0,159915376#2,4.994536099922353,29.0,367.0,1277.0,2402.0,3433.0,4121.0,4532.0,4765.0,4891.0,4951.0,4998,0.8742958270686287
466171351,-769920219#1,3.5869069019831774,466.0,1498.0,2240.0,2854.0,3529.0,4093.0,4545.0,4804.0,4910.0,4976.0,4997,0.836162818999572
203478088#0,571680875#4,2.540321115100142,197.0,462.0,1116.0,1764.0,2414.0,3129.0,3689.0,4142.0,4363.0,4498.0,4652,0.31181807824900193
-158020275#4,43024557,2.084340737818136,69.0,213.0,355.0,726.0,1067.0,1330.0,1530.0,1699.0,1770.0,1799.0,1877,0.27029111483483614
27588412#0,-224928159,10.328223530335938,5.0,75.0,253.0,606.0,1188.0,1817.0,2511.0,3089.0,3560.0,3907.0,5001,0.640004716690331
1086284413,-475935033#1,1.6300122429496982,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.48800040126918615
11655636#0-AddedOnRampEdge,-886571928#1,5.084297245113987,50.0,168.0,420.0,822.0,1317.0,1871.0,2399.0,2836.0,3199.0,3512.0,5001,0.7721725434478508
24695297#0,354964366#3,1.6530790873836207,8.0,41.0,151.0,402.0,864.0,1326.0,1667.0,1900.0,2043.0,2123.0,2283,0.5297014681872991
203478088#0,306145142#1,5.177012833222856,45.0,265.0,645.0,1164.0,1752.0,2475.0,3273.0,3924.0,4382.0,4619.0,4999,0.9928972928337324
11655636#0-AddedOnRampEdge,-158020275#4,2.3942184317584845,75.0,417.0,1055.0,1605.0,1974.0,2201.0,2425.0,2662.0,2908.0,3109.0,3377,0.31159736826726236
1086284413,27317795#0,0.7664989042968224,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.2439499640445093
-110575582#2,324493318#0,1.5675177686212336,21.0,69.0,129.0,179.0,280.0,429.0,588.0,719.0,890.0,1050.0,1674,0.23127801658488029
305428846#1,-80397754#8,5.4964055464394255,26.0,164.0,503.0,1029.0,1557.0,2223.0,2901.0,3435.0,3923.0,4281.0,5001,0.9570138515130052
466171351,22926846#0,3.645167729348424,52.0,852.0,2371.0,3553.0,4233.0,4627.0,4841.0,4942.0,4976.0,4991.0,5001,0.9591762909214085
-590598818#1,-769920219#1,2.0843926530441146,2.0,30.0,65.0,168.0,302.0,464.0,601.0,688.0,742.0,777.0,1315,0.301998167842548
-27202659#8,24985704#2,1.878415251696644,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.18914364249644308
42860168,25006730#0,4.365711026209121,148.0,612.0,1385.0,2306.0,3256.0,4047.0,4535.0,4806.0,4927.0,4973.0,4992,0.21312121938656992
23390363#0,24985704#2,2.582648538640293,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.36137359023970483
24937323,24597934#0,2.700781536876279,79.0,487.0,1309.0,2318.0,3106.0,3689.0,4056.0,4315.0,4464.0,4552.0,4635,0.8694617571749893
-241765544#4,-305689934#1,8.47761442228854,5.0,77.0,327.0,869.0,1684.0,2646.0,3509.0,4181.0,4618.0,4793.0,4997,0.5034662066566107
354964366#3,24550665#0,1.7695491184864516,39.0,241.0,611.0,1055.0,1518.0,1882.0,2129.0,2235.0,2276.0,2292.0,2301,0.5965641783185078
24808689#0,172962794#2,2.213055106551157,1178.0,2873.0,3472.0,3697.0,3795.0,3857.0,3874.0,3882.0,3882.0,3883.0,3883,0.6721212611030607
354964410#0,799107046#0,1.813997327252415,5.0,23.0,53.0,65.0,67.0,75.0,84.0,86.0,86.0,86.0,156,0.24580524973203205
915522877#0,24785306#4,3.144549787640858,36.0,230.0,629.0,1182.0,1948.0,2752.0,3490.0,3993.0,4331.0,4482.0,4628,0.9219602562585586
24550665#0,24975582#0,1.8573406151095493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.6251555007740199
-80397754#8,306145142#1,2.098072702369957,23.0,198.0,591.0,1056.0,1715.0,2460.0,3121.0,3548.0,3762.0,3852.0,3907,0.24531357956292227
24550665#0,24597934#0,0.988200528932682,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.28996757514309873
8169839,27203168#3,3.497311551171716,64.0,216.0,608.0,1074.0,1404.0,1719.0,2103.0,2561.0,3014.0,3511.0,4949,0.5533600710508103
